file,text,xmin,xmax,sentence,word_in_sentence
24,near,15.05,15.18,123,5
24,the,15.18,15.27,123,6
24,shore,15.27,15.75,123,7
24,agricultural,18.24,18.98,124,0
24,products,18.98,19.5,124,1
24,are,19.5,19.69,124,2
24,unevenly,19.69,20.2,124,3
24,distributed,20.2,20.92,124,4
24,pledge,23.43,23.76,125,0
24,to,23.76,23.85,125,1
24,participate,23.85,24.6,125,2
24,in,24.6,24.76,125,3
24,nevada's,24.76,25.24,125,4
24,aquatic,25.24,25.66,125,5
24,competition,25.66,26.42,125,6
25,which,0.0,1.21,126,0
25,long,1.21,1.49,126,1
25,article,1.49,1.98,126,2
25,was,1.98,2.14,126,3
25,opaque,2.14,2.58,126,4
25,and,2.58,2.72,126,5
25,needed,2.72,3.03,126,6
25,clarification,3.03,3.93,126,7
25,the,6.29,6.34,127,0
25,sound,6.34,6.68,127,1
25,of,6.68,6.78,127,2
25,jennifer's,6.78,7.24,127,3
25,bugle,7.24,7.67,127,4
25,scared,7.67,8.07,127,5
25,the,8.07,8.17,127,6
25,antelope,8.17,8.71,127,7
25,the,11.67,11.75,128,0
25,willowy,11.75,12.13,128,1
25,woman,12.13,12.57,128,2
25,wore,12.57,12.72,128,3
25,a,12.72,12.77,128,4
25,muskrat,12.77,13.35,128,5
25,coat,13.35,13.68,128,6
25,too,15.76,15.89,129,0
25,much,15.89,16.14,129,1
25,curiosity,16.14,16.85,129,2
25,can,16.85,17.04,129,3
25,get,17.04,17.28,129,4
25,you,17.28,17.38,129,5
25,into,17.38,17.59,129,6
25,trouble,17.59,18.04,129,7
25,cyclical,20.47,20.98,130,0
25,programs,20.98,21.6,130,1
25,will,21.6,21.74,130,2
25,never,21.74,22.04,130,3
25,compile,22.04,22.64,130,4
26,correct,1.5,1.87,131,0
26,execution,1.9,2.53,131,1
26,of,2.53,2.64,131,2
26,my,2.64,2.79,131,3
26,instructions,2.79,3.4,131,4
26,is,3.4,3.51,131,5
26,crucial,3.51,3.97,131,6
26,most,6.31,6.59,132,0
26,precincts,6.59,7.23,132,1
26,had,7.23,7.33,132,2
26,a,7.33,7.36,132,3
26,third,7.36,7.71,132,4
26,of,7.71,7.79,132,5
26,the,7.79,7.84,132,6
26,votes,7.84,8.14,132,7
26,counted,8.14,8.64,132,8
26,while,8.8,11.85,133,0
26,waiting,11.85,12.15,133,1
26,for,12.15,12.29,133,2
26,chipper,12.29,12.66,133,3
26,she,12.66,12.83,133,4
26,crisscrossed,12.83,13.51,133,5
26,the,13.51,13.57,133,6
26,square,13.57,13.94,133,7
26,many,13.94,14.2,133,8
26,times,14.2,14.82,133,9
26,vietnamese,17.78,18.38,134,0
26,cuisine,18.38,18.86,134,1
26,is,18.86,19.02,134,2
26,exquisite,19.02,19.63,134,3
26,the,21.72,21.77,135,0
26,previous,21.77,22.18,135,1
26,speaker,22.18,22.6,135,2
26,presented,22.6,23.15,135,3
26,ambiguous,23.15,23.78,135,4
26,results,23.78,24.44,135,5
27,mosquitoes,0.57,1.23,136,0
27,exist,1.23,1.72,136,1
27,in,1.72,1.94,136,2
27,warm,1.94,2.25,136,3
27,humid,2.25,2.63,136,4
27,climates,2.63,3.31,136,5
27,scholastic,4.66,5.28,137,0
27,aptitude,5.28,5.9,137,1
27,is,5.9,6.03,137,2
27,judged,6.03,6.52,137,3
27,by,6.52,6.67,137,4
27,standardized,6.67,7.48,137,5
27,tests,7.48,8.07,137,6
27,orange,9.94,10.23,138,0
27,juice,10.23,10.49,138,1
27,tastes,10.49,10.85,138,2
27,funny,10.85,11.18,138,3
27,after,11.18,11.42,138,4
27,toothpaste,11.42,12.23,138,5
27,the,14.47,14.54,139,0
27,water,14.54,14.86,139,1
27,contained,14.86,15.39,139,2
27,too,15.39,15.52,139,3
27,much,15.52,15.78,139,4
27,chlorine,15.78,16.36,139,5
27,and,16.36,16.52,139,6
27,stung,16.52,16.88,139,7
27,his,16.88,17.06,139,8
27,eyes,17.06,17.53,139,9
27,our,20.24,20.37,140,0
27,experiment's,20.37,20.99,140,1
27,positive,20.99,21.59,140,2
27,outcome,21.59,22.04,140,3
27,was,22.04,22.19,140,4
27,unexpected,22.19,23.04,140,5
28,remove,0.91,1.31,141,0
28,the,1.31,1.37,141,1
28,splinter,1.37,1.9,141,2
28,with,1.9,2.05,141,3
28,a,2.05,2.09,141,4
28,pair,2.09,2.38,141,5
28,of,2.38,2.5,141,6
28,tweezers,2.5,3.19,141,7
28,the,5.42,5.5,142,0
28,drunkard,5.5,6.01,142,1
28,is,6.01,6.16,142,2
28,a,6.16,6.22,142,3
28,social,6.22,6.65,142,4
28,outcast,6.65,7.43,142,5
28,the,9.83,9.9,143,0
28,government,9.9,10.32,143,1
28,sought,10.32,10.66,143,2
28,authorization,10.66,11.49,143,3
28,of,11.49,11.64,143,4
28,his,11.64,11.75,143,5
28,citizenship,11.75,12.46,143,6
28,as,14.98,15.12,144,0
28,coauthors,15.12,15.72,144,1
28,we,15.76,15.86,144,2
28,presented,15.86,16.4,144,3
28,our,16.4,16.59,144,4
28,new,16.59,16.78,144,5
28,book,16.78,17.08,144,6
28,to,17.08,17.23,144,7
28,the,17.23,17.43,144,8
28,haughty,17.43,17.68,144,9
28,audience,17.68,18.36,144,10
28,as,21.17,21.34,145,0
28,a,21.34,21.38,145,1
28,precaution,21.38,22.04,145,2
28,the,22.04,22.15,145,3
28,outlaws,22.15,22.58,145,4
28,bought,22.58,22.87,145,5
28,gunpowder,22.87,23.49,145,6
28,for,23.49,23.66,145,7
28,their,23.66,23.81,145,8
28,stronghold,23.81,24.52,145,9
29,her,0.0,1.6,146,0
29,auburn,1.63,2.04,146,1
29,hair,2.04,2.35,146,2
29,reminded,2.35,2.91,146,3
29,him,2.91,3.08,146,4
29,of,3.08,3.21,146,5
29,autumn,3.21,3.67,146,6
29,leaves,3.67,4.31,146,7
29,they,6.61,6.69,147,0
29,remained,6.69,7.23,147,1
29,lifelong,7.23,7.78,147,2
29,friends,7.78,8.22,147,3
29,and,8.22,8.35,147,4
29,companions,8.35,9.17,147,5
29,curiosity,11.02,11.78,148,0
29,and,11.78,11.99,148,1
29,me,11.99,12.26,148,2
29,mediocrity,12.29,13.04,148,3
29,seldom,13.04,13.52,148,4
29,coexist,13.52,14.37,148,5
29,biologists,15.79,16.59,149,0
29,use,16.59,16.83,149,1
29,radioactive,16.83,17.58,149,2
29,isotopes,17.58,18.29,149,3
29,to,18.29,18.35,149,4
29,study,18.35,18.72,149,5
29,microorganisms,18.72,19.91,149,6
29,employee,21.57,22.06,150,0
29,layoffs,22.06,22.62,150,1
29,coincided,22.62,23.36,150,2
29,with,23.36,23.53,150,3
29,the,23.53,23.58,150,4
29,company's,23.58,24.08,150,5
29,reorganization,24.08,25.14,150,6
30,who,0.76,1.64,151,0
30,took,1.64,1.91,151,1
30,the,1.91,1.98,151,2
30,kayak,1.98,2.44,151,3
30,down,2.44,2.65,151,4
30,the,2.65,2.7,151,5
30,bayou,2.7,3.2,151,6
30,how,3.23,5.13,152,0
30,would,5.13,5.36,152,1
30,you,5.36,5.49,152,2
30,evaluate,5.49,6.08,152,3
30,this,6.08,6.24,152,4
30,algebraic,6.24,6.93,152,5
30,expression,6.93,7.56,152,6
30,the,9.78,9.83,153,0
30,mayan,9.83,10.35,153,1
30,neoclassical,10.35,11.04,153,2
30,scholar,11.04,11.52,153,3
30,disappeared,11.52,12.18,153,4
30,while,12.18,12.31,153,5
30,surveying,12.31,12.87,153,6
30,ancient,12.87,13.24,153,7
30,ruins,13.24,13.83,153,8
30,the,16.63,16.69,154,0
30,diagnosis,16.69,17.49,154,1
30,was,17.49,17.65,154,2
30,discouraging,17.65,18.42,154,3
30,however,18.42,18.9,154,4
30,he,18.9,19.04,154,5
30,was,19.04,19.27,154,6
30,not,19.27,19.5,154,7
30,overly,19.5,19.89,154,8
30,worried,19.89,20.35,154,9
30,the,23.05,23.11,155,0
30,triumphant,23.11,23.72,155,1
30,warrior,23.72,24.21,155,2
30,exhibited,24.21,24.82,155,3
30,naive,24.82,25.39,155,4
30,heroism,25.39,26.07,155,5
31,whoever,0.0,1.86,156,0
31,cooperates,1.86,2.55,156,1
31,in,2.55,2.65,156,2
31,finding,2.65,3.15,156,3
31,nan's,3.15,3.5,156,4
31,cameo,3.5,4.05,156,5
31,will,4.05,4.19,156,6
31,be,4.19,4.37,156,7
31,rewarded,4.37,4.96,156,8
31,severe,7.09,7.53,157,0
31,myopia,7.53,8.12,157,1
31,contributed,8.12,8.76,157,2
31,to,8.76,8.89,157,3
31,ron's,8.89,9.3,157,4
31,inferiority,9.3,10.08,157,5
31,complex,10.08,10.82,157,6
31,buying,12.8,13.15,158,0
31,a,13.15,13.18,158,1
31,thoroughbred,13.18,13.75,158,2
31,horse,13.75,14.16,158,3
31,requires,14.16,14.68,158,4
31,intuition,14.68,15.33,158,5
31,and,15.33,15.48,158,6
31,expertise,15.48,16.35,158,7
31,does,18.73,18.91,159,0
31,creole,18.91,19.29,159,1
31,cooking,19.29,19.74,159,2
31,use,19.74,19.94,159,3
31,curry,19.94,20.39,159,4
31,she,22.4,22.63,160,0
31,encouraged,22.63,23.32,160,1
31,her,23.32,23.37,160,2
31,children,23.37,24.04,160,3
31,to,24.11,24.21,160,4
31,make,24.21,24.47,160,5
31,their,24.47,24.63,160,6
31,own,24.63,24.86,160,7
31,halloween,24.86,25.33,160,8
31,costumes,25.33,26.1,160,9
32,we,0.98,1.06,161,0
32,could,1.06,1.25,161,1
32,barely,1.25,1.59,161,2
32,see,1.59,1.87,161,3
32,the,1.87,1.98,161,4
32,fjords,1.98,2.61,161,5
32,through,2.61,2.75,161,6
32,the,2.75,2.86,161,7
32,snow,2.86,3.16,161,8
32,flurries,3.16,3.82,161,9
32,almost,6.7,7.2,162,0
32,all,7.27,7.52,162,1
32,colleges,7.52,8.11,162,2
32,are,8.11,8.2,162,3
32,now,8.2,8.43,162,4
32,coeducational,8.43,9.46,162,5
32,rich,11.22,11.5,163,0
32,looked,11.5,11.78,163,1
32,for,11.78,11.93,163,2
32,the,11.93,12.02,163,3
32,spotted,12.02,12.49,163,4
32,hyenas,12.49,13.06,163,5
32,and,13.06,13.21,163,6
32,jaguars,13.21,13.94,163,7
32,on,14.09,14.27,163,8
32,the,14.27,14.33,163,9
32,safari,14.33,14.95,163,10
32,thick,17.09,17.47,164,0
32,glue,17.47,17.82,164,1
32,oozed,17.85,18.22,164,2
32,out,18.22,18.43,164,3
32,of,18.43,18.59,164,4
32,the,18.59,18.65,164,5
32,tube,18.65,19.17,164,6
32,why,20.34,21.29,165,0
32,else,21.29,21.61,165,1
32,would,21.61,21.77,165,2
32,danny,21.77,22.13,165,3
32,allow,22.13,22.48,165,4
32,others,22.48,22.72,165,5
32,to,22.72,22.83,165,6
32,go,22.83,23.19,165,7
33,the,0.89,0.95,166,0
33,cat's,0.95,1.32,166,1
33,meow,1.32,1.65,166,2
33,always,1.65,2.13,166,3
33,hurts,2.13,2.29,166,4
33,my,2.29,2.45,166,5
33,ears,2.45,3.01,166,6
33,did,5.49,5.62,167,0
33,you,5.62,5.73,167,1
33,buy,5.73,5.97,167,2
33,any,5.97,6.17,167,3
33,corduroy,6.17,6.78,167,4
33,overalls,6.78,7.43,167,5
33,would,8.99,9.12,168,0
33,a,9.12,9.18,168,1
33,tomboy,9.18,9.85,168,2
33,often,9.85,10.26,168,3
33,play,10.26,10.51,168,4
33,outdoors,10.51,11.22,168,5
33,they,13.16,13.24,169,0
33,often,13.24,13.56,169,1
33,go,13.56,13.73,169,2
33,out,13.73,13.94,169,3
33,in,13.94,14.1,169,4
33,the,14.1,14.18,169,5
33,evening,14.18,14.64,169,6
33,who,14.67,16.8,170,0
33,authorized,16.8,17.42,170,1
33,the,17.42,17.51,170,2
33,unlimited,17.51,18.04,170,3
33,expense,18.04,18.47,170,4
33,account,18.47,18.85,170,5
34,destroy,1.27,1.69,171,0
34,every,1.69,2.04,171,1
34,file,2.04,2.45,171,2
34,related,2.45,2.92,171,3
34,to,2.92,3.04,171,4
34,my,3.04,3.23,171,5
34,audits,3.23,3.85,171,6
34,serve,5.62,6.03,172,0
34,the,6.03,6.08,172,1
34,coleslaw,6.08,6.82,172,2
34,after,6.82,7.1,172,3
34,i,7.1,7.23,172,4
34,add,7.23,7.46,172,5
34,the,7.46,7.59,172,6
34,oil,7.59,7.99,172,7
34,withdraw,10.02,10.49,173,0
34,all,10.49,10.74,173,1
34,phony,10.74,11.15,173,2
34,accusations,11.15,11.91,173,3
34,at,11.91,12.03,173,4
34,once,12.03,12.56,173,5
34,straw,14.1,14.48,174,0
34,hats,14.48,14.83,174,1
34,are,14.83,14.94,174,2
34,out,14.94,15.11,174,3
34,of,15.11,15.17,174,4
34,fashion,15.17,15.64,174,5
34,this,15.64,15.84,174,6
34,year,15.84,16.08,174,7
34,why,16.13,18.84,175,0
34,buy,18.84,19.09,175,1
34,oil,19.09,19.48,175,2
34,when,19.48,19.65,175,3
34,you,19.65,19.78,175,4
34,always,19.78,20.12,175,5
34,use,20.12,20.29,175,6
34,mine,20.29,20.76,175,7
35,they,1.28,1.44,176,0
35,enjoy,1.44,1.79,176,1
35,it,1.79,1.94,176,2
35,when,1.94,2.12,176,3
35,i,2.12,2.28,176,4
35,audition,2.28,2.88,176,5
35,would,5.03,5.18,177,0
35,you,5.18,5.27,177,1
35,allow,5.27,5.6,177,2
35,acts,5.6,5.9,177,3
35,of,5.9,6.02,177,4
35,violence,6.02,6.69,177,5
35,do,8.45,8.6,178,0
35,oysters,8.6,9.06,178,1
35,make,9.06,9.25,178,2
35,pearls,9.25,9.78,178,3
35,draw,11.71,11.96,179,0
35,each,11.96,12.24,179,1
35,graph,12.24,12.6,179,2
35,on,12.6,12.7,179,3
35,a,12.7,12.77,179,4
35,new,12.77,12.97,179,5
35,axis,12.97,13.61,179,6
35,norwegian,15.21,15.73,180,0
35,sweaters,15.73,16.25,180,1
35,are,16.25,16.32,180,2
35,made,16.32,16.54,180,3
35,of,16.54,16.68,180,4
35,lamb's,16.68,17.07,180,5
35,wool,17.07,17.4,180,6
36,young,1.02,1.28,181,0
36,children,1.28,1.76,181,1
36,should,1.76,1.95,181,2
36,avoid,1.95,2.29,181,3
36,exposure,2.29,2.87,181,4
36,to,2.87,3.02,181,5
36,contagious,3.02,3.61,181,6
36,diseases,3.61,4.38,181,7
36,ralph,6.71,6.98,182,0
36,controlled,6.98,7.45,182,1
36,the,7.45,7.51,182,2
36,stopwatch,7.51,8.14,182,3
36,from,8.14,8.34,182,4
36,the,8.34,8.39,182,5
36,bleachers,8.39,9.07,182,6
36,approach,11.87,12.3,183,0
36,your,12.3,12.4,183,1
36,interview,12.4,12.91,183,2
36,with,12.91,13.03,183,3
36,statuesque,13.03,13.79,183,4
36,composure,13.79,14.5,183,5
36,how,14.53,17.52,184,0
36,much,17.52,17.75,184,1
36,allowance,17.75,18.22,184,2
36,do,18.22,18.34,184,3
36,you,18.34,18.51,184,4
36,get,18.51,18.79,184,5
36,the,20.67,20.72,185,0
36,causeway,20.72,21.3,185,1
36,ended,21.3,21.57,185,2
36,abruptly,21.57,22.05,185,3
36,at,22.05,22.18,185,4
36,the,22.18,22.24,185,5
36,shore,22.24,22.72,185,6
37,even,1.48,1.72,186,0
37,i,1.72,1.84,186,1
37,occasionally,1.84,2.5,186,2
37,get,2.5,2.68,186,3
37,the,2.68,2.74,186,4
37,monday,2.74,3.11,186,5
37,blues,3.11,3.68,186,6
37,military,5.85,6.34,187,0
37,personnel,6.34,6.91,187,1
37,are,6.91,7.03,187,2
37,expected,7.03,7.56,187,3
37,to,7.56,7.71,187,4
37,obey,7.71,8.05,187,5
37,government,8.05,8.53,187,6
37,orders,8.53,9.12,187,7
37,when,9.15,11.76,188,0
37,peeling,11.76,12.11,188,1
37,an,12.11,12.2,188,2
37,orange,12.2,12.78,188,3
37,it's,12.83,13.02,188,4
37,hard,13.02,13.32,188,5
37,not,13.32,13.53,188,6
37,to,13.53,13.61,188,7
37,spray,13.61,13.91,188,8
37,juice,13.91,14.46,188,9
37,do,17.4,17.49,189,0
37,you,17.49,17.58,189,1
37,hear,17.58,17.77,189,2
37,the,17.77,17.86,189,3
37,sleigh,17.86,18.18,189,4
37,bells,18.18,18.54,189,5
37,ringing,18.54,18.99,189,6
37,rob,21.85,22.18,190,0
37,sat,22.18,22.46,190,1
37,by,22.46,22.58,190,2
37,the,22.58,22.66,190,3
37,pond,22.66,23.04,190,4
37,and,23.04,23.18,190,5
37,sketched,23.18,23.67,190,6
37,the,23.67,23.72,190,7
37,stray,23.72,24.05,190,8
37,geese,24.05,24.63,190,9
38,michael,1.44,1.76,191,0
38,colored,1.76,2.17,191,1
38,the,2.17,2.23,191,2
38,bedroom,2.23,2.72,191,3
38,wall,2.72,2.94,191,4
38,with,2.94,3.12,191,5
38,crayons,3.12,3.82,191,6
38,only,5.98,6.25,192,0
38,the,6.25,6.36,192,1
38,best,6.36,6.66,192,2
38,players,6.66,7.06,192,3
38,enjoy,7.06,7.38,192,4
38,popularity,7.38,8.22,192,5
38,i,10.38,10.48,193,0
38,gave,10.48,10.74,193,1
38,them,10.74,10.89,193,2
38,several,10.89,11.26,193,3
38,choices,11.26,11.81,193,4
38,and,11.81,11.96,193,5
38,let,11.96,12.14,193,6
38,them,12.14,12.34,193,7
38,set,12.34,12.58,193,8
38,the,12.58,12.63,193,9
38,priorities,12.63,13.53,193,10
38,the,16.26,16.32,194,0
38,news,16.32,16.57,194,1
38,agency,16.57,17.08,194,2
38,hired,17.08,17.47,194,3
38,a,17.47,17.5,194,4
38,great,17.5,17.82,194,5
38,journalist,17.82,18.56,194,6
38,the,20.91,20.96,195,0
38,morning,20.96,21.4,195,1
38,dew,21.4,21.71,195,2
38,on,21.71,21.88,195,3
38,the,21.88,21.94,195,4
38,spider,21.94,22.45,195,5
38,web,22.45,22.78,195,6
38,glistened,22.78,23.26,195,7
38,in,23.26,23.38,195,8
38,the,23.38,23.44,195,9
38,sun,23.44,23.88,195,10
39,the,1.8,1.85,196,0
39,sermon,1.85,2.31,196,1
39,emphasized,2.31,3.05,196,2
39,the,3.05,3.13,196,3
39,need,3.13,3.4,196,4
39,for,3.4,3.61,196,5
39,affirmative,3.61,4.12,196,6
39,action,4.12,4.64,196,7
39,the,7.11,7.16,197,0
39,small,7.16,7.5,197,1
39,boy,7.5,7.75,197,2
39,put,7.75,8.01,197,3
39,the,8.01,8.08,197,4
39,worm,8.08,8.47,197,5
39,on,8.47,8.61,197,6
39,the,8.61,8.75,197,7
39,hook,8.75,9.07,197,8
39,how,9.1,11.82,198,0
39,permanent,11.82,12.46,198,1
39,are,12.46,12.6,198,2
39,their,12.6,12.77,198,3
39,records,12.77,13.45,198,4
39,try,15.49,15.78,199,0
39,to,15.78,15.87,199,1
39,recall,15.87,16.29,199,2
39,the,16.29,16.42,199,3
39,events,16.42,16.79,199,4
39,in,16.79,16.9,199,5
39,chronological,16.9,17.69,199,6
39,order,17.69,18.16,199,7
39,the,20.27,20.33,200,0
39,most,20.33,20.64,200,1
39,recent,20.64,21.06,200,2
39,geological,21.06,21.7,200,3
39,survey,21.7,22.18,200,4
39,found,22.18,22.49,200,5
39,seismic,22.49,23.01,200,6
39,activity,23.01,23.65,200,7
40,cory,1.13,1.52,201,0
40,attacked,1.52,1.94,201,1
40,the,1.94,2.0,201,2
40,project,2.0,2.54,201,3
40,with,2.54,2.74,201,4
40,extra,2.74,3.08,201,5
40,determination,3.08,3.98,201,6
40,you,6.24,6.34,202,0
40,always,6.34,6.67,202,1
40,come,6.67,6.91,202,2
40,up,6.91,7.06,202,3
40,with,7.06,7.23,202,4
40,pathological,7.23,8.0,202,5
40,examples,8.0,8.74,202,6
40,put,11.34,11.51,203,0
40,the,11.51,11.58,203,1
40,butcher,11.58,11.85,203,2
40,block,11.85,12.19,203,3
40,table,12.19,12.59,203,4
40,in,12.59,12.74,203,5
40,the,12.74,12.79,203,6
40,garage,12.79,13.43,203,7
40,how,13.46,16.1,204,0
40,good,16.1,16.39,204,1
40,is,16.39,16.54,204,2
40,your,16.54,16.69,204,3
40,endurance,16.69,17.38,204,4
40,keep,19.11,19.33,205,0
40,the,19.33,19.42,205,1
40,thermometer,19.42,20.03,205,2
40,under,20.03,20.27,205,3
40,your,20.27,20.43,205,4
40,tongue,20.43,20.85,205,5
41,steph,0.72,1.08,206,0
41,could,1.08,1.25,206,1
41,barely,1.25,1.61,206,2
41,handle,1.61,1.96,206,3
41,the,1.96,2.05,206,4
41,psychological,2.05,2.79,206,5
41,trauma,2.79,3.32,206,6
41,it's,5.71,5.89,207,0
41,healthier,5.89,6.32,207,1
41,to,6.32,6.4,207,2
41,cook,6.4,6.71,207,3
41,without,6.71,7.06,207,4
41,sugar,7.06,7.5,207,5
41,the,9.97,10.03,208,0
41,viewpoint,10.03,10.63,208,1
41,overlooked,10.63,11.15,208,2
41,the,11.15,11.3,208,3
41,ocean,11.3,11.73,208,4
41,are,13.99,14.07,209,0
41,you,14.07,14.22,209,1
41,looking,14.22,14.5,209,2
41,for,14.5,14.72,209,3
41,employment,14.72,15.24,209,4
41,his,17.5,17.64,210,0
41,failure,17.64,18.05,210,1
41,to,18.05,18.3,210,2
41,open,18.3,18.6,210,3
41,the,18.6,18.65,210,4
41,store,18.65,19.1,210,5
41,by,19.1,19.36,210,6
41,eight,19.36,19.63,210,7
41,cost,19.63,19.96,210,8
41,him,19.96,20.06,210,9
41,his,20.06,20.19,210,10
41,job,20.19,20.58,210,11
42,highway,0.0,1.73,211,0
42,and,1.73,1.9,211,1
42,freeway,1.9,2.33,211,2
42,mean,2.33,2.56,211,3
42,the,2.56,2.62,211,4
42,same,2.62,2.94,211,5
42,thing,2.94,3.37,211,6
42,the,5.83,5.89,212,0
42,paper,5.89,6.25,212,1
42,boy,6.25,6.53,212,2
42,bought,6.53,6.89,212,3
42,two,6.89,7.1,212,4
42,apples,7.1,7.54,212,5
42,and,7.54,7.72,212,6
42,three,7.72,7.98,212,7
42,ices,7.98,8.57,212,8
42,i,10.46,10.58,213,0
42,itemize,10.58,11.14,213,1
42,all,11.14,11.36,213,2
42,accounts,11.36,11.84,213,3
42,in,11.84,11.92,213,4
42,my,11.92,12.1,213,5
42,agency,12.1,12.73,213,6
42,clear,14.46,14.75,214,0
42,pronunciation,14.75,15.65,214,1
42,is,15.65,15.78,214,2
42,appreciated,15.78,16.53,214,3
42,the,18.41,18.47,215,0
42,courier,18.47,18.93,215,1
42,was,18.93,19.11,215,2
42,a,19.11,19.14,215,3
42,dwarf,19.14,19.66,215,4
43,a,1.39,1.44,216,0
43,doctor,1.44,1.94,216,1
43,was,1.94,2.21,216,2
43,in,2.21,2.36,216,3
43,the,2.36,2.47,216,4
43,ambulance,2.47,3.01,216,5
43,with,3.01,3.14,216,6
43,the,3.14,3.2,216,7
43,patient,3.2,3.8,216,8
43,puree,6.22,6.6,217,0
43,some,6.6,6.82,217,1
43,fruit,6.82,7.27,217,2
43,before,7.27,7.65,217,3
43,preparing,7.65,8.21,217,4
43,the,8.21,8.26,217,5
43,skewers,8.26,8.97,217,6
43,it's,11.05,11.21,218,0
43,not,11.21,11.44,218,1
43,easy,11.44,11.72,218,2
43,to,11.72,11.85,218,3
43,create,11.85,12.32,218,4
43,illuminating,12.32,12.95,218,5
43,examples,12.95,13.73,218,6
43,the,15.81,15.95,219,0
43,hallway,15.95,16.35,219,1
43,opens,16.35,16.77,219,2
43,into,16.77,17.09,219,3
43,a,17.09,17.16,219,4
43,huge,17.16,17.73,219,5
43,chamber,17.73,18.36,219,6
43,they,20.24,20.35,220,0
43,all,20.35,20.56,220,1
43,agree,20.56,20.93,220,2
43,that,20.93,21.17,220,3
43,the,21.17,21.28,220,4
43,essay,21.28,21.64,220,5
43,is,21.64,21.77,220,6
43,barely,21.77,22.19,220,7
43,intelligible,22.19,22.95,220,8
44,how,0.0,1.64,221,0
44,ancient,1.64,2.07,221,1
44,is,2.07,2.24,221,2
44,this,2.24,2.38,221,3
44,subway,2.38,2.79,221,4
44,escalator,2.79,3.47,221,5
44,the,5.37,5.42,222,0
44,cigarettes,5.42,6.03,222,1
44,in,6.03,6.13,222,2
44,the,6.13,6.19,222,3
44,clay,6.19,6.5,222,4
44,ashtray,6.5,7.03,222,5
44,overflowed,7.03,7.66,222,6
44,onto,7.66,8.0,222,7
44,the,8.0,8.18,222,8
44,oak,8.18,8.35,222,9
44,table,8.35,8.82,222,10
44,reading,11.98,12.33,223,0
44,in,12.33,12.45,223,1
44,poor,12.45,12.73,223,2
44,light,12.73,13.0,223,3
44,gives,13.0,13.25,223,4
44,you,13.25,13.35,223,5
44,eyestrain,13.35,14.03,223,6
44,i,16.46,16.55,224,0
44,ate,16.55,16.81,224,1
44,every,16.81,17.11,224,2
44,oyster,17.11,17.52,224,3
44,on,17.52,17.68,224,4
44,nora's,17.68,18.0,224,5
44,plate,18.0,18.4,224,6
44,the,20.38,20.44,225,0
44,boston,20.44,20.91,225,1
44,ballet,20.91,21.3,225,2
44,overcame,21.3,21.85,225,3
44,their,21.85,21.95,225,4
44,funding,21.95,22.38,225,5
44,shortage,22.38,23.03,225,6
45,the,0.93,1.0,226,0
45,gorgeous,1.0,1.42,226,1
45,butterfly,1.42,1.97,226,2
45,ate,1.97,2.24,226,3
45,a,2.24,2.32,226,4
45,lot,2.32,2.52,226,5
45,of,2.52,2.64,226,6
45,nectar,2.64,3.16,226,7
45,by,5.57,5.72,227,0
45,eating,5.72,5.99,227,1
45,yogurt,5.99,6.41,227,2
45,you,6.41,6.52,227,3
45,may,6.52,6.71,227,4
45,live,6.71,6.95,227,5
45,longer,6.95,7.43,227,6
45,do,10.34,10.44,228,0
45,they,10.44,10.58,228,1
45,allow,10.58,10.87,228,2
45,atheists,10.87,11.45,228,3
45,in,11.45,11.57,228,4
45,church,11.57,12.06,228,5
45,my,13.61,13.79,229,0
45,ideal,13.79,14.18,229,1
45,morning,14.18,14.62,229,2
45,begins,14.62,14.99,229,3
45,with,14.99,15.1,229,4
45,hot,15.1,15.36,229,5
45,coffee,15.36,15.85,229,6
45,the,17.81,17.92,230,0
45,irate,17.92,18.29,230,1
45,actor,18.29,18.73,230,2
45,stomped,18.73,19.2,230,3
45,away,19.2,19.51,230,4
45,idiotically,19.51,20.34,230,5
46,we,1.7,1.8,231,0
46,are,1.8,1.92,231,1
46,open,1.92,2.26,231,2
46,every,2.26,2.56,231,3
46,monday,2.56,2.97,231,4
46,evening,2.97,3.47,231,5
46,the,4.97,5.09,232,0
46,essay,5.09,5.4,232,1
46,undeniable,5.4,6.31,232,2
46,undeniably,6.39,7.3,232,3
46,reflects,7.3,7.81,232,4
46,our,7.81,7.99,232,5
46,view,7.99,8.23,232,6
46,ably,8.26,8.78,232,7
46,remember,10.3,10.74,233,0
46,to,10.74,10.95,233,1
46,allow,10.95,11.25,233,2
46,identical,11.25,11.78,233,3
46,twins,11.78,12.16,233,4
46,to,12.16,12.25,233,5
46,enter,12.25,12.51,233,6
46,freely,12.51,13.02,233,7
46,do,15.21,15.29,234,0
46,they,15.29,15.46,234,1
46,have,15.46,15.74,234,2
46,the,15.74,15.79,234,3
46,yellow,15.79,16.19,234,4
46,ointment,16.19,16.59,234,5
46,ready,16.59,16.96,234,6
46,can,19.49,19.64,235,0
46,the,19.64,19.71,235,1
46,agency,19.71,20.28,235,2
46,overthrow,20.28,20.84,235,3
46,alien,20.84,21.28,235,4
46,forces,21.28,21.95,235,5
47,how,0.0,1.06,236,0
47,oily,1.06,1.48,236,1
47,do,1.48,1.61,236,2
47,you,1.61,1.72,236,3
47,like,1.72,1.96,236,4
47,your,1.96,2.05,236,5
47,salad,2.05,2.44,236,6
47,dressing,2.44,2.92,236,7
